Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current position kind,Current URL,Updated
kul-sin,MY,Malaysia,,KUL-SIN (Event),false,false,false,true,true,true,,60,0,0.14,4,0,6,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-singapore-sin/,2026-04-26 09:46:29
air asia contact number,LK,Sri Lanka,English,AirAsia (Organization),true,false,false,true,false,false,"Featured snippet, People also ask",60,30,,4,0,6,,https://www.airasia.com/aa/pdf/sales-office/list-of-sales-office.pdf,2026-03-22 17:36:18
kuching to taiwan,MY,Malaysia,English,"Kuching (Location), Taiwan (Location)",false,true,false,true,true,false,People also ask,60,0,0.05,4,0,6,,https://www.airasia.com/flights/from-kuching-kch-to-taipei-tpe/,2026-03-30 21:21:49
airasia check-in baggage price,SG,Singapore,English,AirAsia (Organization),true,false,false,true,true,false,"People also ask, Sitelinks, Thumbnail",10,5,,4,0,1,,https://www.airasia.com/aa/about-us/en/gb/fees-and-charges.html,2026-04-23 00:32:35
airasia email,SG,Singapore,English,AirAsia (Organization),true,false,false,true,false,false,"Sitelinks, People also ask",30,43,1.54,4,0,6,,https://www.airasia.com/aa/pdf/sales-office/list-of-sales-office.pdf,2026-04-25 20:18:28
airasia melbourne to amritsar,AU,Australia,English,AirAsia (Organization),true,false,false,true,true,true,People also ask,10,0,0.17,4,0,1,,https://www.airasia.com/flights/from-melbourne-avv-to-amritsar-atq/,2026-04-09 00:05:05
เลื่อนตั๋ว แอร์เอเชีย,TH,Thailand,Thai,AirAsia (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",60,0,,4,0,9,,https://www.airasia.com/th/th,2026-04-05 11:51:50
flight status by flight number,IN,India,English,,false,false,false,true,false,false,"Thumbnail, People also ask",200,72,0.02,4,0,11,,https://www.airasia.com/flightstatus/en/gb,2026-04-18 23:47:29
perth to chongqing,AU,Australia,English,"Perth (Location), Chongqing (Location)",false,true,false,true,true,false,People also ask,200,0,0.13,4,0,11,,https://www.airasia.com/flights/from-perth-per-to-chongqing-ckg/,2026-03-21 02:37:47
kl tawau,MY,Malaysia,Malay,"Kuala Lumpur (Location), Tawau (Location)",false,true,false,true,true,true,,30,0,0.05,4,2,3,,https://www.airasia.com/flights/ms/my/from-kuala-lumpur-kul-to-tawau-twu/,2026-04-25 01:05:57
flight to boracay from clark,PH,Philippines,English,"Boracay (Location), Clark (Location)",false,true,false,true,false,true,"Top ads, Paid sitelinks, People also ask, Thumbnail",30,0,0.04,4,1,3,,https://www.airasia.com/flights/from-clark-crk-to-caticlan-boracay-mph/,2026-04-20 10:32:28
jhb to kbr,MY,Malaysia,English,JHB to KBR (Event),false,true,false,true,true,false,People also ask,40,0,0.09,4,0,4,,https://www.airasia.com/flights/from-johor-bahru-jhb-to-kota-bharu-kbr/,2026-03-27 01:17:15
clark to cebu,US,United States,English,"Clark (Location), Cebu (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",40,0,0.23,4,0,5,,https://www.airasia.com/flights/from-clark-crk-to-cebu-ceb/,2026-04-01 00:37:39
pampanga to boracay,PH,Philippines,English,"Pampanga (Location), Boracay (Location)",false,true,false,true,false,false,People also ask,40,0,0.03,4,0,4,,https://www.airasia.com/flights/from-clark-crk-to-caticlan-boracay-mph/,2026-03-28 10:37:47
tokyo to penang flight,MY,Malaysia,English,Tokyo to Penang (Event),false,true,false,true,true,true,"Top ads, Paid sitelinks, Thumbnail, People also ask",40,0,0.08,4,0,4,,https://www.airasia.com/flights/from-tokyo-hnd-to-penang-pen/,2026-04-23 07:18:29
bandung ke banjarmasin,ID,Indonesia,Indonesian,"Bandung (Location), Banjarmasin (Location)",false,true,false,true,true,true,"AI Overview, Thumbnail, People also ask, Bottom ads, Paid sitelinks",40,0,,4,0,5,,https://www.airasia.com/flights/id/id/from-bandung-bdo-to-banjarmasin-bdj/,2026-03-24 14:52:36
ตั๋วเครื่องบินสุราษ กรุงเทพ,TH,Thailand,Thai,"Surat Thani (Location), Bangkok (Location)",false,true,false,true,true,true,"Thumbnail, People also ask",40,0,0.08,4,0,4,,https://www.airasia.com/flights/th/th/from-surat-thani-urt-to-bangkok-dmk/,2026-04-08 02:16:18
kuala lumpur to amritsar,MY,Malaysia,English,"Kuala Lumpur (Location), Amritsar (Location)",false,true,false,true,true,false,,40,0,0.12,4,0,4,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-amritsar-atq/,2026-04-05 10:26:43
z2 783 flight status,PH,Philippines,English,Z2 783 (Event),true,false,false,true,false,false,"Sitelinks, People also ask",40,0,,4,0,4,,https://www.airasia.com/flightstatus/,2026-04-04 01:59:53
pesawat jakarta denpasar,ID,Indonesia,Indonesian,"Jakarta (Location), Denpasar (Location)",false,true,false,true,true,false,People also ask,40,1,0.03,4,0,4,,https://www.airasia.com/flights/id/id/from-jakarta-cgk-to-bali-dps/,2026-03-30 16:41:47
singapore to bangkok,TH,Thailand,English,"Singapore (Location), Bangkok (Location)",false,true,false,true,true,false,"People also ask, Thumbnail, Bottom ads, Paid sitelinks",350,1,0.21,4,0,8,,https://www.airasia.com/flights/from-singapore-sin-to-bangkok-dmk/,2026-03-22 15:59:55
bali airfares from perth,AU,Australia,English,"Bali (Location), Perth (Location)",false,true,false,true,true,false,People also ask,100,1,0.22,4,0,9,,https://www.airasia.com/flights/from-perth-per-to-bali-dps/,2026-04-10 08:37:54
ราคาเที่ยวบิน,TH,Thailand,Thai,,false,false,false,true,true,false,"Top ads, Paid sitelinks",100,73,0.08,4,2,9,,https://www.airasia.com/flights/th/th/,2026-04-26 13:18:56
flights bali to jakarta,ID,Indonesia,English,,false,true,false,true,true,true,People also ask,100,0,0.20,4,0,9,,https://www.airasia.com/flights/id/id/from-bali-dps-to-jakarta-cgk/,2026-03-31 06:12:17
ไฟท์ บิน,TH,Thailand,Thai,,false,false,false,true,true,true,People also ask,100,73,0.16,4,0,9,,https://www.airasia.com/th/th,2026-04-22 21:54:36
tiket air asia jakarta bali,ID,Indonesia,Indonesian,"AirAsia (Organization), Jakarta (Location), Bali (Location)",true,true,false,true,true,true,People also ask,20,0,0.01,4,0,2,,https://www.airasia.com/flights/id/id/from-jakarta-cgk-to-bali-dps/,2026-04-21 08:52:55
air asia check in,CA,Canada,English,AirAsia (Organization),true,false,true,false,false,true,"People also ask, Video preview",10,6,,4,0,1,,https://www.airasia.com/check-in/en/gb,2026-03-31 22:02:23
floating market bangkok,HK,Hong Kong,English,Bangkok (Location),false,true,false,true,false,false,"AI Overview, Thumbnail, People also ask, Knowledge panel",200,4,0.14,4,0,11,,https://www.airasia.com/blog/thailand/bangkok/must-visit-floating-markets-bangkok/,2026-04-14 14:48:30
nha trang airport,MY,Malaysia,Vietnamese,Nha Trang (Location),false,true,false,true,false,false,"AI Overview, Thumbnail, Local teaser, People also ask, Video preview",200,10,0.11,4,0,8,,https://www.airasia.com/flights/cam-ranh-international-airport-nha-trang,2026-02-25 15:31:01
hanoi to manila,PH,Philippines,English,,false,false,false,true,true,false,People also ask,400,0,0.13,4,0,10,,https://www.airasia.com/flights/from-hanoi-han-to-manila-mnl/,2026-04-13 15:56:11
airasia book,AU,Australia,English,AirAsia (Organization),true,false,false,false,false,true,Top ads,10,64,,4,1,1,,https://www.airasia.com/flights/,2026-04-26 11:28:10
roku gin duty free price,MY,Malaysia,English,Roku Gin (Product),true,false,false,true,true,false,"People also ask, Thumbnail",10,0,,4,0,1,,https://www.airasia.com/dutyfree/en/gb/product/airasia-duty-free/suntory-roku-1l,2026-04-11 18:13:03
tiket airasia ke langkawi,MY,Malaysia,Malay,"AirAsia (Organization), Langkawi (Location)",true,true,false,false,true,true,,10,0,0.03,4,0,1,,https://www.airasia.com/flights/ms/my/from-kuala-lumpur-kul-to-langkawi-lgk/,2026-04-12 01:23:09
diskon airasia,ID,Indonesia,Indonesian,AirAsia (Organization),true,false,false,true,true,false,People also ask,10,1,0.26,4,0,1,,https://www.airasia.com/promotions/id/id/,2026-04-12 10:24:28
tiket makassar timika,ID,Indonesia,Indonesian,"Makassar (Location), Timika (Location)",false,true,false,true,true,true,"Thumbnail, Bottom ads",100,0,0.02,4,0,9,,https://www.airasia.com/flights/id/id/from-makassar-upg-to-timika-tim/,2026-04-23 00:05:17
how to check in air asia online,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, Video preview",10,0,,4,0,1,AI Overview,https://www.airasia.com/check-in/en/gb,2026-04-10 07:30:12
cheap flights to kuching,US,United States,English,Kuching (Location),false,true,false,true,true,true,People also ask,40,0,,4,0,7,,https://www.airasia.com/flights/kuching-sarawak/,2026-04-03 16:26:51
jakarta lampung berapa jam naik pesawat,ID,Indonesia,Indonesian,"Jakarta (Location), Lampung (Location)",false,true,false,true,false,false,People also ask,80,0,0.06,4,0,7,,https://www.airasia.com/flights/id/id/from-jakarta-cgk-to-bandar-lampung-tkg/,2026-04-10 11:56:12
penang to india flight,MY,Malaysia,English,,false,true,false,true,true,false,,80,0,0.03,4,0,7,,https://www.airasia.com/flights/from-penang-pen-to-new-delhi-del/,2026-04-01 18:32:02
best resort in terengganu,MY,Malaysia,English,Terengganu (Location),false,true,false,true,true,false,"Thumbnail, Video preview, People also ask",80,0,,4,0,7,,https://www.airasia.com/best-hotels/kuala-terengganu/,2026-03-30 13:39:05
danang flight,MY,Malaysia,English,Da Nang (Location),false,true,false,true,true,true,Top ads,80,0,0.08,4,0,7,,https://www.airasia.com/flights/da-nang-vietnam/,2026-04-04 11:25:31
cebu to icn,PH,Philippines,English,"Cebu (Location), Incheon International Airport (Location)",false,true,false,true,true,false,People also ask,80,0,,4,0,7,,https://www.airasia.com/flights/from-cebu-ceb-to-seoul-incheon-icn/,2026-04-11 12:24:32
klia to sabah flight duration,MY,Malaysia,English,"Kuala Lumpur International Airport (Location), Sabah (Location)",false,true,false,true,false,false,People also ask,100,0,0.02,4,0,8,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-kota-kinabalu-bki/,2026-03-28 22:21:43
haku vodka,MY,Malaysia,English,Haku Vodka (Product),true,false,false,true,true,false,"AI Overview, Thumbnail, People also ask, Discussions and forums, Video preview",100,0,,4,0,9,,https://www.airasia.com/dutyfree/id/id/product/airasia-duty-free/suntory-haku-vodka-1l,2026-04-26 02:34:32
tiket pesawat makassar nabire,ID,Indonesia,Indonesian,"Makassar (Location), Nabire (Location)",false,true,false,true,true,true,"Thumbnail, People also ask",100,0,0.02,4,0,8,,https://www.airasia.com/flights/id/id/from-makassar-upg-to-nabire-regency-nbx/,2026-04-13 03:56:15
tawau ke kota kinabalu,MY,Malaysia,Malay,"Tawau (Location), Kota Kinabalu (Location)",false,true,false,true,false,false,,100,0,0.11,4,0,8,,https://www.airasia.com/flights/ms/my/from-tawau-twu-to-kota-kinabalu-bki/,2026-04-02 23:25:09
tiket pesawat surabaya makasar,ID,Indonesia,Indonesian,"Surabaya (Location), Makassar (Location)",false,true,false,true,true,true,"Top ads, People also ask",100,0,0.11,4,0,8,,https://www.airasia.com/flights/id/id/from-surabaya-sub-to-makassar-upg/,2026-04-05 19:32:55
amritsar to bali flight,AU,Australia,English,,false,false,false,true,true,false,People also ask,100,0,0.12,4,0,8,,https://www.airasia.com/flights/from-amritsar-atq-to-bali-dps/,2026-03-30 02:42:49
penang to kunming,MY,Malaysia,English,,false,false,false,true,true,false,,100,0,,4,0,8,,https://www.airasia.com/flights/from-penang-pen-to-kunming-kmg/,2026-03-27 02:56:31
flights to boracay,IN,India,English,Boracay (Location),false,false,false,true,true,false,People also ask,100,0,0.02,4,0,8,,https://www.airasia.com/flights/caticlan-boracay-western-visayas/,2026-04-04 15:41:28
mnl to el nido,CA,Canada,English,"MNL (Location), El Nido (Location)",false,true,false,true,true,false,"Thumbnail, People also ask",100,0,0.17,4,0,8,,https://www.airasia.com/flights/from-manila-mnl-to-el-nido-palawan-eni/,2026-03-29 01:28:10
ตั๋วโปร,TH,Thailand,Thai,,false,false,false,true,true,false,Video preview,20,3,0.15,4,0,2,,https://www.airasia.com/flights/th/th/campaign-free-seat/,2026-04-12 06:02:43
แอร์เอเชีย จองตั๋วเครื่องบิน,US,United States,Thai,AirAsia (Organization),true,false,false,false,true,true,People also ask,10,45,,4,0,1,,https://www.airasia.com/flights/th/th/,2026-04-10 23:50:50
airasia malaysia booking,US,United States,English,"AirAsia (Organization), Malaysia (Location)",true,false,false,false,true,true,"Sitelinks, People also ask",10,68,,4,0,1,,https://www.airasia.com/flights/,2026-03-31 03:27:41
air asia flights schedule,PH,Philippines,English,AirAsia (Organization),true,false,false,true,false,false,People also ask,10,21,,4,0,1,,https://www.airasia.com/flightstatus/en/gb,2026-04-11 06:08:47
air asia ticket,CA,Canada,English,AirAsia (Organization),true,false,false,false,true,true,Top ads,10,45,0.14,4,0,1,,https://www.airasia.com/flights/,2026-03-27 12:01:04
tiket pesawat,JP,Japan,Indonesian,,false,false,false,true,true,true,"Top stories, Thumbnail",3300,69,0.05,4,0,21,,https://www.airasia.com/flights/id/id/,2026-04-21 16:13:05
surabaya makassar,ID,Indonesia,Indonesian,"Surabaya (Location), Makassar (Location)",false,true,false,true,false,false,People also ask,350,0,0.03,4,0,9,,https://www.airasia.com/flights/id/id/from-surabaya-sub-to-makassar-upg/,2026-04-06 07:52:53
flight to malaysia,AU,Australia,English,Malaysia (Location),false,false,false,true,true,true,"People also ask, Thumbnail, Video preview",600,0,0.22,4,0,17,,https://www.airasia.com/flights/malaysia/,2026-04-16 19:09:55
yogyakarta indonesia,AU,Australia,English,"Yogyakarta (Location), Indonesia (Location)",false,true,false,true,false,false,"Thumbnail, Knowledge panel, People also ask, Video preview",600,25,0.08,4,0,11,,https://www.airasia.com/blog/indonesia/yogyakarta/yogyakarta-travel-guide/,2026-04-10 16:44:27
tickets to thailand,IN,India,English,Thailand (Location),false,false,false,true,true,true,People also ask,150,0,0.02,4,0,10,,https://www.airasia.com/flights/thailand/,2026-04-06 15:27:32
tra cứu tình trạng chuyến bay,VN,Vietnam,Vietnamese,,false,false,false,true,false,false,"AI Overview, Thumbnail, Video preview",300,53,0.05,4,0,14,,https://www.airasia.com/flightstatus/vi/vn,2026-04-20 01:49:16
kuala lumpur to barcelona,MY,Malaysia,English,"Kuala Lumpur (Location), Barcelona (Location)",false,true,false,true,true,false,People also ask,90,0,0.20,4,0,5,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-barcelona-bcn/,2026-04-09 23:46:51
airasia indonesia,SE,Sweden,English,"AirAsia (Organization), Indonesia (Location)",true,false,false,true,true,false,"Top ads, Thumbnail, People also ask",10,62,0.16,4,0,1,,https://www.airasia.com/flights/indonesia/,2026-04-21 01:43:55
hotel dekat island hospital penang,ID,Indonesia,Indonesian,"Island Hospital (Location), Penang (Location)",true,true,false,true,true,false,"Video preview, Sitelinks, Thumbnail",150,0,0.17,4,0,10,,https://www.airasia.com/all-hotels/malaysia/island-hospital/id/id/,2026-04-10 16:21:27
kul to almaty,MY,Malaysia,English,,false,false,false,true,true,false,People also ask,30,0,,4,0,3,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-almaty-ala/,2026-04-01 07:00:02
dmk-hkt,TH,Thailand,,DMK-HKT (Event),false,false,false,true,true,false,"Top ads, Paid sitelinks, Thumbnail",30,0,0.16,4,0,3,,https://www.airasia.com/flights/th/th/from-bangkok-dmk-to-phuket-hkt/,2026-04-10 20:51:16
flight sarawak to kl,MY,Malaysia,English,"Sarawak (Location), Kuala Lumpur (Location)",false,true,false,true,true,false,"People also ask, Sitelinks",30,0,0.04,4,0,3,,https://www.airasia.com/flights/from-kuching-kch-to-kuala-lumpur-kul/,2026-04-11 13:01:53
จองตั๋วเครื่องบินไปสุราษฎร์,TH,Thailand,Thai,Surat Thani (Location),false,true,false,false,true,true,,30,0,0.11,4,0,3,,https://www.airasia.com/flights/th/th/from-bangkok-dmk-to-surat-thani-urt/,2026-04-07 23:28:10
flight from ipoh to kl,MY,Malaysia,English,"Ipoh (Location), Kuala Lumpur (Location)",false,true,false,true,true,true,People also ask,30,0,0.03,4,0,3,,https://www.airasia.com/flights/from-ipoh-iph-to-kuala-lumpur-kul/,2026-04-14 02:54:03
kuching sabah,MY,Malaysia,Malay,"Kuching (Location), Sabah (Location)",false,true,false,true,false,false,,30,0,0.06,4,0,3,,https://www.airasia.com/flights/ms/my/from-kuching-kch-to-kota-kinabalu-bki/,2026-04-26 08:34:24
manila to kansai flight,PH,Philippines,English,Manila to Kansai (Event),false,true,false,true,true,true,People also ask,30,0,,4,0,3,,https://www.airasia.com/flights/from-manila-mnl-to-osaka-kix/,2026-04-07 06:17:09
flight kul to krabi,MY,Malaysia,English,,false,true,false,true,true,false,People also ask,30,0,0.06,4,0,3,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-krabi-kbv/,2026-04-17 20:35:16
flight from senai to ipoh,MY,Malaysia,English,"Senai (Location), Ipoh (Location)",false,true,false,true,true,true,,30,0,0.04,4,0,3,,https://www.airasia.com/flights/from-johor-bahru-jhb-to-ipoh-iph/,2026-03-25 04:18:02
imphal to bangalore flight ticket price air asia,IN,India,English,Air Asia (Organization),true,true,false,true,true,false,"AI Overview, People also ask",30,0,0.01,4,0,4,,https://www.airasia.com/flights/from-imphal-imf-to-bengaluru-blr/,2026-03-31 00:17:33
beli bagasi air asia online,ID,Indonesia,Indonesian,AirAsia (Organization),true,false,false,false,true,true,"People also ask, Video preview",30,0,0.02,4,0,3,,https://www.airasia.com/aa/inflight-comforts/id/id/value-pack.html,2026-04-07 10:17:04
adelaide to kuala lumpur,MY,Malaysia,English,,false,false,false,true,true,false,People also ask,30,0,,4,0,3,,https://www.airasia.com/flights/from-adelaide-adl-to-kuala-lumpur-kul/,2026-04-11 18:42:28
jarak bali ke bandung,ID,Indonesia,Indonesian,"Bali (Location), Bandung (Location)",false,true,false,true,false,false,People also ask,30,0,,4,0,3,,https://www.airasia.com/flights/id/id/from-bali-dps-to-bandung-bdo/,2026-04-14 23:53:17
manila to gensan flight promo,PH,Philippines,English,,false,true,false,true,true,true,"AI Overview, Thumbnail",30,0,0.03,4,0,1,AI Overview,https://www.airasia.com/flights/from-manila-mnl-to-general-santos-ges/,2026-04-25 20:50:37
singapore to penang flights,SG,Singapore,English,,false,true,false,true,true,true,"Top ads, People also ask",300,1,0.23,4,0,9,,https://www.airasia.com/flights/from-singapore-sin-to-penang-pen/,2026-04-24 15:25:30
airasia booking number check,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,false,false,People also ask,0,52,,4,0,1,,https://www.airasia.com/check-in/en/gb,2026-04-09 19:27:54
air asia flight booking,GB,United Kingdom,English,AirAsia (Organization),true,false,false,false,false,true,,10,75,0.26,4,0,1,,https://www.airasia.com/flights/,2026-04-25 21:46:29
เบอร์ air asia,TH,Thailand,Thai,AirAsia (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks",40,0,,4,0,7,,https://www.airasia.com/th/th,2026-04-10 04:02:35
airasia qz,ID,Indonesia,English,"AirAsia (Organization), QZ (Organization)",true,false,false,true,false,false,"AI Overview, Video preview, People also ask",10,0,0.09,4,0,2,,https://www.airasia.com/flightstatus/id/id,2026-03-28 09:57:54
เช็ค เครื่องบิน ดีเลย์,TH,Thailand,Thai,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",10,26,0.03,4,1,1,AI Overview,https://www.airasia.com/flightstatus/th/th,2026-04-24 01:59:46
asia flight,SG,Singapore,English,Asia (Location),false,false,false,true,true,false,"Top stories, Thumbnail",10,0,0.09,4,0,1,,https://www.airasia.com/flights/,2026-04-20 17:50:32
perth to perth,AU,Australia,English,,false,true,false,true,false,false,"AI Overview, Thumbnail, People also ask",10,0,0.24,4,0,2,,https://www.airasia.com/flights/from-perth-per-to-perth-per/,2026-04-10 17:54:28
sales office airasia,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,false,false,"People also ask, Knowledge panel",10,3,,4,0,1,,https://www.airasia.com/aa/pdf/sales-office/list-of-sales-office.pdf,2026-03-29 17:18:43
miri to johor bahru,MY,Malaysia,English,"Miri (Location), Johor Bahru (Location)",false,true,false,true,true,false,,10,0,,4,0,1,,https://www.airasia.com/flights/ms/my/from-miri-myy-to-johor-bahru-jhb/,2026-03-25 17:37:17
air asia student discount,IN,India,English,AirAsia (Organization),true,false,false,true,true,false,"AI Overview, Thumbnail, People also ask",10,0,0.12,4,0,2,,https://www.airasia.com/aa/flysiswa/index.html,2026-03-30 23:53:28
แอร์เอเชีย หัวหิน เชียงใหม่,TH,Thailand,Thai,"AirAsia (Organization), Hua Hin (Location), Chiang Mai (Location)",true,true,false,true,true,true,"AI Overview, Thumbnail, Video preview, People also ask",10,0,0.07,4,0,2,,https://www.airasia.com/flights/th/th/from-hua-hin-hhq-to-chiang-mai-cnx/,2026-04-10 10:19:55
airasia ticketing office contact number,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,true,true,People also ask,10,31,,4,0,1,,https://www.airasia.com/aa/pdf/sales-office/list-of-sales-office.pdf,2026-03-25 10:06:53
airasia checked baggage,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,false,false,"Sitelinks, People also ask",10,4,0.32,4,0,1,,https://www.airasia.com/aa/inflight-comforts/en/gb/baggage.html,2026-03-25 08:53:03
air asia buffet,TH,Thailand,English,AirAsia (Organization),true,false,false,true,true,false,"Thumbnail, Video preview",10,0,,4,0,1,,https://www.airasia.com/unlimited/th/th,2026-04-06 16:53:52
เช็คสถานะตั๋วเครื่องบิน,TH,Thailand,Thai,,false,false,false,true,false,false,"AI Overview, Thumbnail",10,27,0.10,4,0,2,,https://www.airasia.com/flightstatus/th/th,2026-04-21 22:24:28
tempat duduk dalam kapal terbang air asia,MY,Malaysia,Malay,AirAsia (Organization),true,false,false,true,false,false,AI Overview,10,0,,4,0,1,,https://www.airasia.com/aa/inflight-comforts/ms/my/seats.html,2026-04-22 03:01:57
หาดใหญ่ ขอนแก่น แอร์เอเชีย,TH,Thailand,Thai,"AirAsia (Organization), Hat Yai (Location), Khon Kaen (Location)",true,true,false,true,true,false,People also ask,10,0,0.08,4,0,1,,https://www.airasia.com/flights/th/th/from-hat-yai-hdy-to-khon-kaen-kkc/,2026-04-22 21:08:11
cambodia flights,MY,Malaysia,English,Cambodia (Location),false,false,false,true,true,false,People also ask,10,1,0.03,4,0,1,,https://www.airasia.com/flights/cambodia/,2026-03-27 05:26:27
airasia office near me,MY,Malaysia,English,AirAsia (Organization),true,true,false,true,false,false,Local pack,10,0,,4,0,2,,https://www.airasia.com/aa/pdf/sales-office/list-of-sales-office.pdf,2026-04-14 11:12:29
air asia,CR,Costa Rica,,AirAsia (Organization),true,false,false,true,true,false,"Sitelinks, People also ask",10,1,0.15,4,0,1,,https://www.airasia.com/flights/,2026-03-15 19:52:17
エアアジア 日本,JP,Japan,Japanese,"AirAsia (Organization), Japan (Location)",true,false,false,true,true,false,"Sitelinks, People also ask",10,3,0.15,4,0,1,,https://www.airasia.com/ja/jp,2026-04-05 11:35:52
airasia perth to bali,ID,Indonesia,English,AirAsia (Organization),true,true,false,true,true,true,"AI Overview, People also ask",10,0,0.16,4,0,1,,https://www.airasia.com/flights/from-perth-per-to-bali-dps/,2026-04-05 20:07:51
mas flysiswa,MY,Malaysia,Malay,Flysiswa (Event),true,false,false,true,false,false,,100,10,0.04,4,0,9,,https://www.airasia.com/aa/flysiswa/index.html,2026-03-25 04:06:07
malaysia to dhaka ticket price today,MY,Malaysia,English,,false,false,false,true,true,false,People also ask,100,0,0.02,4,0,9,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-dhaka-dac/,2026-04-09 22:05:43
surabaya samarinda,ID,Indonesia,Indonesian,"Surabaya (Location), Samarinda (Location)",false,true,false,true,true,true,"People also ask, AI Overview, Sitelinks, Bottom ads, Paid sitelinks",100,0,0.02,4,0,10,,https://www.airasia.com/flights/id/id/from-surabaya-sub-to-samarinda-aap/,2026-03-30 01:37:06
harga tiket pesawat pangkalan bun surabaya,ID,Indonesia,Indonesian,"Pangkalan Bun (Location), Surabaya (Location)",false,true,false,true,true,false,"People also ask, Thumbnail",100,0,0.01,4,0,9,,https://www.airasia.com/flights/id/id/from-pangkalan-bun-pkn-to-surabaya-sub/,2026-04-24 10:56:47
ticket flight malaysia,MY,Malaysia,English,Malaysia (Location),false,false,false,false,true,true,,100,48,0.07,4,0,9,,https://www.airasia.com/flights/malaysia/,2026-04-12 02:27:47
air asia singapore,CA,Canada,English,"AirAsia (Organization), Singapore (Location)",true,true,false,true,true,false,People also ask,10,2,0.31,4,0,1,,https://www.airasia.com/flights/singapore-singapore/,2026-04-04 16:03:47
bangkok to phnom penh,TH,Thailand,English,"Bangkok (Location), Phnom Penh (Location)",false,true,false,true,true,false,"Top ads, Paid sitelinks",200,0,0.28,4,0,7,,https://www.airasia.com/flights/from-bangkok-dmk-to-phnom-penh-pnh/,2026-04-09 11:39:34
flight to boracay,MY,Malaysia,English,Boracay (Location),false,true,false,true,true,true,People also ask,40,0,0.04,4,0,3,,https://www.airasia.com/flights/caticlan-airport-caticlan-boracay/,2026-04-01 03:21:54
ตั๋วเครื่องบิน กระบี่,TH,Thailand,Thai,Krabi (Location),false,true,false,true,true,true,"Top ads, Paid sitelinks, Thumbnail, Bottom ads",50,0,0.06,4,8,3,,https://www.airasia.com/flights/th/th/from-bangkok-dmk-to-krabi-kbv/,2026-04-04 22:54:22
airasia app,PH,Philippines,English,AirAsia (Organization),true,false,false,true,true,true,"AI Overview, People also ask",20,57,0.05,4,0,2,,https://www.airasia.com/aa/appdownload/,2026-04-16 16:19:53
flights to trichy,IN,India,English,Trichy (Location),false,true,false,true,true,true,"Sitelinks, People also ask",70,0,0.01,4,0,6,,https://www.airasia.com/flights/tiruchirappalli-tamil-nadu/,2026-04-11 20:49:49
flight promo,ID,Indonesia,English,,false,false,false,true,true,true,,60,54,0.07,4,0,6,,https://www.airasia.com/promotions/id/id/,2026-04-12 17:25:16
airasia check-in,DE,Germany,English,AirAsia (Organization),true,false,true,false,false,true,Sitelinks,10,31,,4,0,1,,https://www.airasia.com/check-in/en/gb,2026-04-10 18:38:02
airasia pass,MY,Malaysia,English,"AirAsia (Organization), AirAsia Pass (Product)",true,false,false,true,true,false,"Sitelinks, Video preview",10,0,0.12,4,0,1,,https://www.airasia.com/unlimited/en/gb,2026-04-14 12:57:03
perth to bali flights,ID,Indonesia,English,,false,true,false,true,true,true,People also ask,200,0,0.13,4,0,11,,https://www.airasia.com/flights/from-perth-per-to-bali-dps/,2026-04-13 14:09:07
กรุงเทพ หลวงพระบาง แอร์เอเชีย,TH,Thailand,Thai,"AirAsia (Organization), Bangkok (Location), Luang Prabang (Location)",true,true,false,true,true,true,"AI Overview, Thumbnail",10,0,0.06,4,0,1,AI Overview,https://www.airasia.com/flights/th/th/from-bangkok-don-mueang-dmk-to-luang-prabang-lpq/,2026-04-17 11:08:28
airasia ticket promo,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,true,false,Sitelinks,10,34,0.04,4,0,1,,https://www.airasia.com/promotions/,2026-04-04 11:57:35
philippines to thailand ticket price,PH,Philippines,English,,false,false,false,true,true,false,"AI Overview, Thumbnail, People also ask, Bottom ads, Video preview",1400,0,0.02,4,0,21,,https://www.airasia.com/flights/,2026-04-17 22:45:58
delhi to guwahati flight,IN,India,English,,false,true,false,true,true,true,"People also ask, Thumbnail, Video preview",15000,1,0.02,4,0,30,,https://www.airasia.com/flights/from-new-delhi-del-to-guwahati-gau/,2026-04-22 22:51:52
