Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current position kind,Current URL,Updated
sin to phuket flight,SG,Singapore,English,,false,true,false,true,true,false,,40,0,0.31,16,0,1,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-phuket,2026-04-04 17:53:55
japan tickets from singapore,SG,Singapore,English,"Japan (Location), Singapore (Location)",false,true,false,true,true,true,"People also ask, Bottom ads, Paid sitelinks",40,2,0.08,16,0,1,,https://www.singaporeair.com/en-sg/flights-to-japan,2026-04-16 21:50:27
plane to kl,SG,Singapore,English,Kuala Lumpur (Location),false,true,false,true,true,false,People also ask,40,2,0.10,16,0,1,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-kuala-lumpur,2026-04-28 12:19:53
perth to zagreb flights,AU,Australia,English,Perth to Zagreb (Event),false,false,false,true,true,true,"Thumbnail, People also ask",40,0,0.17,16,0,1,,https://www.singaporeair.com/en-au/flights-from-perth-to-zagreb,2026-04-18 06:49:53
bom to sin,US,United States,English,,false,false,false,true,true,false,People also ask,40,0,0.45,16,0,1,,https://www.singaporeair.com/en-in/flights-from-mumbai-to-singapore,2026-03-27 23:32:47
flights from sydney to munich,AU,Australia,English,"Sydney (Location), Munich (Location)",false,true,false,true,true,true,,40,0,0.24,16,0,1,,https://www.singaporeair.com/en-au/flights-from-sydney-to-munich,2026-04-06 22:24:53
cairns to delhi flights,AU,Australia,English,,false,false,false,true,true,false,"Top ads, Paid sitelinks",40,0,,16,0,1,,https://www.singaporeair.com/en-au/flights-from-cairns-to-delhi,2026-04-12 12:26:27
flights delhi to brisbane,AU,Australia,English,,false,false,false,true,true,true,"Top ads, Thumbnail",40,0,,16,0,1,,https://www.singaporeair.com/en-in/flights-from-delhi-to-brisbane,2026-04-21 10:45:21
waiver form,SG,Singapore,English,,false,false,false,true,false,false,People also ask,40,0,,16,0,1,,https://www.singaporeair.com/content/dam/sia/web-assets/pdfs/travel-info/special-assistance/UM_Service_Waiver_Form_2024.pdf,2026-03-31 18:13:53
colombo singapore flights,LK,Sri Lanka,English,"Colombo (Location), Singapore (Location)",false,true,false,true,true,false,Thumbnail,40,0,,16,0,1,,https://www.singaporeair.com/en-lk/flights-from-colombo-to-singapore,2026-04-09 17:54:20
flight to rome,SG,Singapore,English,Rome (Location),false,true,false,true,true,true,People also ask,40,0,0.12,16,0,1,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-rome,2026-04-19 03:19:49
flights kathmandu to sydney,AU,Australia,English,,false,false,false,true,true,true,Top ads,40,0,0.08,16,0,1,,https://www.singaporeair.com/en-np/flights-from-kathmandu-to-sydney,2026-04-27 00:00:51
flights from adelaide to thailand,AU,Australia,English,"Adelaide (Location), Thailand (Location)",false,true,false,true,true,true,,40,0,,16,0,1,,https://www.singaporeair.com/en-au/flights-from-adelaide-to-thailand,2026-04-18 21:10:02
flights from penang to sydney,MY,Malaysia,English,"Penang (Location), Sydney (Location)",false,true,false,true,true,true,,40,0,0.19,16,0,1,,https://www.singaporeair.com/en-my/flights-from-penang-to-sydney,2026-04-01 16:20:52
singapore new york direct flight,US,United States,English,"Singapore (Location), New York (Location)",false,true,false,true,false,false,People also ask,40,1,0.92,16,0,1,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-new-york,2026-03-31 08:28:56
manila singapore flight,PH,Philippines,English,"Manila (Location), Singapore (Location)",false,true,false,true,true,false,People also ask,40,0,,16,0,1,,https://www.singaporeair.com/en-ph/flights-from-manila-to-singapore,2026-03-26 22:43:28
sfo to coimbatore flights,US,United States,English,SFO to Coimbatore (Event),false,false,false,true,true,true,,40,0,0.32,16,0,1,,https://www.singaporeair.com/en-us/flights-from-san-francisco-to-coimbatore,2026-04-19 22:39:36
airlines to europe,AU,Australia,English,Europe (Location),false,false,false,true,true,false,"People also ask, Top stories, Thumbnail",40,0,,16,0,1,,https://www.singaporeair.com/en-au/flights-to-europe,2026-04-15 06:00:13
day tour singapore,SG,Singapore,English,Singapore (Location),false,true,false,true,false,false,"Knowledge panel, People also ask",40,51,0.18,16,0,1,,https://www.singaporeair.com/en_UK/sg/plan-travel/privileges/free-singapore-tour/,2026-04-07 22:09:35
air ticket from singapore to shanghai,SG,Singapore,English,"Singapore (Location), Shanghai (Location)",false,true,false,false,true,true,,40,0,0.11,16,0,1,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-shanghai,2026-04-17 02:46:57
perth to denpasar,AU,Australia,English,"Perth (Location), Denpasar (Location)",false,true,false,true,true,false,"People also ask, Video preview",800,1,0.40,16,0,6,,https://www.singaporeair.com/en-au/flights-from-perth-to-denpasar-bali,2026-04-11 18:51:27
flight time singapore to rome,AU,Australia,English,,false,false,false,true,false,false,People also ask,80,0,0.12,16,0,2,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-rome,2026-04-19 18:23:52
is powerbank allowed in hand carry,PH,Philippines,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",500,2,0.01,16,0,10,,https://www.singaporeair.com/en_UK/ph/travel-info/baggage/baggage-restrictions/,2026-03-09 03:33:45
dfw to ktm,US,United States,English,DFW to KTM (Event),false,false,false,true,true,false,"Bottom ads, Thumbnail",500,0,0.41,16,0,9,,https://www.singaporeair.com/en-us/flights-from-dallas-to-kathmandu,2026-04-14 02:19:41
melbourne to lombok,AU,Australia,English,"Melbourne (Location), Lombok (Location)",false,true,false,true,true,false,"People also ask, Thumbnail, Sitelinks",300,0,,16,0,3,,https://www.singaporeair.com/en-au/flights-from-melbourne-to-lombok,2026-04-12 22:34:41
frankfurt nach jakarta,DE,Germany,German,"Frankfurt (Location), Jakarta (Location)",false,true,false,true,true,false,"Sitelinks, Bottom ads, Paid sitelinks",150,0,0.33,16,0,3,,https://www.singaporeair.com/de-de/fluge-ab-frankfurt-nach-jakarta,2026-04-11 15:37:31
melbourne to zagreb,AU,Australia,English,,false,false,false,true,true,false,"Top ads, Paid sitelinks, People also ask",150,0,0.17,16,0,3,,https://www.singaporeair.com/en-au/flights-from-melbourne-to-zagreb,2026-04-23 07:43:55
sydney to new delhi flights,AU,Australia,English,Sydney to New Delhi (Event),false,false,false,true,true,false,,150,0,0.33,16,0,3,,https://www.singaporeair.com/en-au/flights-from-sydney-to-delhi,2026-03-29 12:14:32
san francisco to bangalore flights,US,United States,English,,false,false,false,true,true,true,People also ask,150,0,0.43,16,0,3,,https://www.singaporeair.com/en-us/flights-from-san-francisco-to-bengaluru,2026-04-07 16:46:57
brisbane manila flights,AU,Australia,English,"Brisbane (Location), Manila (Location)",false,true,false,true,true,false,,150,0,0.27,16,0,3,,https://www.singaporeair.com/en-au/flights-from-brisbane-to-manila,2026-04-01 05:56:25
brisbane to tel aviv,AU,Australia,English,"Brisbane (Location), Tel Aviv (Location)",false,true,false,true,true,false,People also ask,150,0,0.19,16,0,4,,https://www.singaporeair.com/en-au/flights-from-brisbane-to-tel-aviv,2026-03-25 19:08:28
flights to danang,AU,Australia,English,Da Nang (Location),false,true,false,true,true,true,People also ask,150,0,0.14,16,0,4,,https://www.singaporeair.com/en-au/flights-to-da-nang,2026-04-06 21:25:02
dubai to auckland flights,AE,United Arab Emirates,English,,false,false,false,true,true,false,People also ask,150,0,0.07,16,0,4,,https://www.singaporeair.com/en-ae/flights-from-dubai-to-auckland,2026-04-22 14:53:37
return flights to new zealand,GB,United Kingdom,English,New Zealand (Location),false,false,false,true,true,true,"AI Overview, Thumbnail, People also ask, Video preview",200,2,0.21,16,0,5,,https://www.singaporeair.com/en-gb/flights-from-london-to-new-zealand,2026-03-06 06:21:23
heathrow to bali,GB,United Kingdom,English,"Heathrow (Location), Bali (Location)",false,false,false,true,true,false,"People also ask, Thumbnail",300,0,0.31,16,0,4,,https://www.singaporeair.com/en-gb/flights-from-london-to-denpasar-bali,2026-04-10 02:43:16
airlines ticket,PH,Philippines,English,,false,false,false,false,true,true,,450,84,,16,0,5,,https://www.singaporeair.com/en-ph/,2026-04-13 12:03:03
singapore sales,AU,Australia,English,Singapore (Location),false,true,false,true,true,false,"People also ask, Thumbnail, Top stories",30,11,0.23,16,0,1,,https://www.singaporeair.com/en_UK/au/plan-travel/local-promotions/australia/fare-deals/,2026-04-18 04:33:17
brisbane to beijing,AU,Australia,English,"Brisbane (Location), Beijing (Location)",false,true,false,true,true,false,"Top ads, Paid sitelinks, People also ask, Bottom ads",400,0,0.25,16,0,3,,https://www.singaporeair.com/en-au/flights-from-brisbane-to-beijing,2026-04-19 07:49:43
flights to china from johannesburg,ZA,South Africa,English,"China (Location), Johannesburg (Location)",false,true,false,true,true,true,"Thumbnail, People also ask",150,0,0.10,16,0,3,,https://www.singaporeair.com/en-za/flights-from-johannesburg-to-china,2026-04-09 12:06:00
sydney to seattle,AU,Australia,English,,false,false,false,true,true,false,"People also ask, Thumbnail",400,0,0.18,16,0,6,,https://www.singaporeair.com/en-au/flights-from-sydney-to-seattle,2026-04-16 21:58:30
manila to maldives flight,PH,Philippines,English,,false,false,false,true,true,false,"People also ask, Thumbnail",150,0,0.05,16,0,4,,https://www.singaporeair.com/en-ph/flights-from-manila-to-maldives,2026-04-11 00:00:10
akl to tokyo,NZ,New Zealand,English,,false,false,false,true,true,false,"Thumbnail, People also ask, Bottom ads",250,0,0.20,16,0,6,,https://www.singaporeair.com/en-nz/flights-from-auckland-to-tokyo,2026-04-15 05:05:44
voli milano phuket,IT,Italy,Italian,"Milan (Location), Phuket (Location)",false,true,false,true,true,true,"Sitelinks, Thumbnail",600,0,,16,0,10,,https://www.singaporeair.com/it-it/voli-da-milano-a-phuket,2026-04-21 12:02:45
carry on luggage size,NZ,New Zealand,English,,false,false,false,true,false,false,"People also ask, AI Overview, Video preview",400,31,0.11,16,0,7,,https://www.singaporeair.com/en_UK/fr/travel-info/baggage/cabin-baggage/,2026-02-28 21:56:18
vizag to singapore flights,IN,India,English,,false,false,false,true,true,false,People also ask,300,0,0.03,16,0,3,,https://www.singaporeair.com/en-in/flights-from-visakhapatnam-to-singapore,2026-04-06 14:17:56
canberra international flights,AU,Australia,English,Canberra (Location),false,true,false,true,false,false,"People also ask, Sitelinks",200,1,0.25,16,0,5,,https://www.singaporeair.com/en-au/flights-from-canberra,2026-04-03 18:15:27
ngewe anak kecil,ID,Indonesia,Indonesian,,false,false,false,true,false,false,People also ask,600,61,,16,0,10,,https://www.singaporeair.com/in_ID/id/travel-info/special-assistance/unaccompanied-minors/,2026-04-13 16:22:19
สายการบิน,TH,Thailand,Thai,,false,false,false,true,true,false,"Top stories, Thumbnail, Video preview",4800,74,0.15,16,0,18,,https://www.singaporeair.com/th_TH/th/home,2026-04-21 14:29:29
名古屋からバリ島,JP,Japan,Japanese,"Nagoya (Location), Bali (Location)",false,true,false,true,true,false,People also ask,400,0,,16,17,8,,https://www.singaporeair.com/ja-jp/%E5%90%8D%E5%8F%A4%E5%B1%8B-%E3%83%87%E3%83%B3%E3%83%91%E3%82%B5%E3%83%BC%E3%83%AB%E3%83%90%E3%83%AA%E5%B3%B6,2026-04-24 04:23:32
flights from brisbane,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,"Thumbnail, Video preview",1100,23,0.24,16,0,9,,https://www.singaporeair.com/en-au/flights-from-brisbane,2026-04-14 09:34:31
singapore to melbourne flights today,AU,Australia,English,,false,false,false,true,true,true,,70,0,,16,0,2,,https://www.singaporeair.com/flight-status,2026-04-20 21:09:17
flights to singapore from india,IN,India,English,Singapore (Location),false,false,false,true,true,true,"AI Overview, People also ask",200,1,0.04,16,0,5,,https://www.singaporeair.com/en-in/flights-from-india,2026-04-22 20:25:49
airline promotion,MY,Malaysia,English,,false,false,false,true,true,false,,100,47,0.06,16,0,2,,https://www.singaporeair.com/en_UK/sg/plan-travel/local-promotions/offers/,2026-04-16 00:31:02
manila to australia ticket price,PH,Philippines,English,,false,false,false,true,true,false,"People also ask, AI Overview, Bottom ads",150,0,0.04,16,0,5,,https://www.singaporeair.com/en-ph/flights-from-manila-to-australia,2026-04-13 14:11:54
flights from singapore to jeddah,SG,Singapore,English,"Singapore (Location), Jeddah (Location)",false,true,false,true,true,true,,150,0,0.11,16,0,4,,https://www.singaporeair.com/en-sg/flights-to-jeddah,2026-04-22 04:29:28
sydney to heathrow flights,AU,Australia,English,Sydney to Heathrow (Event),false,false,false,true,true,true,People also ask,150,0,0.54,16,0,4,,https://www.singaporeair.com/en-au/flights-from-sydney-to-london,2026-04-10 17:13:53
melbourne to hamburg,AU,Australia,English,,false,false,false,true,true,false,"Top ads, Thumbnail, People also ask",150,0,0.20,16,0,4,,https://www.singaporeair.com/en-au/flights-from-melbourne-to-hamburg,2026-04-24 13:18:02
thailand flights from south africa,ZA,South Africa,English,South Africa (Location),false,false,false,true,true,true,"Thumbnail, People also ask, Bottom ads, Paid sitelinks",150,0,0.09,16,0,4,,https://www.singaporeair.com/en-za/flights-from-johannesburg-to-thailand,2026-03-19 16:18:13
flight from delhi to melbourne,IN,India,English,,false,false,false,true,true,true,People also ask,150,0,0.06,16,0,4,,https://www.singaporeair.com/en-in/flights-from-delhi-to-melbourne,2026-04-09 09:54:58
malaysia to shanghai flight,MY,Malaysia,English,,false,false,false,true,true,false,People also ask,150,0,0.09,16,0,4,,https://www.singaporeair.com/en-my/flights-from-kuala-lumpur-to-shanghai,2026-04-04 16:36:52
福岡からマレーシア,JP,Japan,Japanese,"Fukuoka (Location), Malaysia (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",250,0,0.13,16,0,1,AI Overview,https://www.singaporeair.com/ja-jp/%E7%A6%8F%E5%B2%A1%E3%81%8B%E3%82%89%E3%83%9E%E3%83%AC%E3%83%BC%E3%82%B7%E3%82%A2%E3%81%B8%E3%81%AE%E3%83%95%E3%83%A9%E3%82%A4%E3%83%88,2026-04-23 06:11:04
cheap japan flights,AU,Australia,English,Japan (Location),false,false,false,true,true,false,"AI Overview, Thumbnail, Video preview",400,0,0.21,16,0,10,,https://www.singaporeair.com/en-au/flights-to-japan,2026-04-23 16:59:42
flights from singapore to kuala lumpur,AU,Australia,English,"Singapore (Location), Kuala Lumpur (Location)",false,true,false,true,true,true,People also ask,30,0,0.24,16,0,1,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-kuala-lumpur,2026-03-30 20:36:28
sq singapore to brisbane,SG,Singapore,English,"Singapore (Location), Brisbane (Location)",false,true,false,true,true,false,"Bottom ads, Paid sitelinks",30,3,0.14,16,2,1,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-brisbane,2026-04-13 10:46:12
airline representative jobs singapore,SG,Singapore,English,Singapore (Location),false,true,false,true,false,false,,100,0,,16,0,3,,https://www.singaporeair.com/en_UK/sg/careers/,2026-04-11 23:31:32
paris brisbane,FR,France,French,"Paris (Location), Brisbane (Location)",false,true,false,true,true,true,"People also ask, Sitelinks, Bottom ads, Paid sitelinks, Thumbnail",500,0,0.18,16,0,5,,https://www.singaporeair.com/fr-fr/vols-de-paris-a-brisbane,2026-04-13 19:07:59
singapore arrival,SG,Singapore,English,Singapore (Location),false,true,false,true,false,false,"Video preview, Thumbnail",1200,37,0.04,16,0,12,,https://www.singaporeair.com/saar5/_desktop/images/local/kr/sgac-e-service-guide/e-service-brochure.pdf,2026-04-18 14:53:30
mel bkk,AU,Australia,English,"Melbourne (Location), Bangkok (Location)",false,false,false,true,true,false,People also ask,150,0,0.21,16,0,3,,https://www.singaporeair.com/en-au/flights-from-melbourne-to-bangkok,2026-04-06 08:42:48
flights to osaka from brisbane,AU,Australia,English,"Osaka (Location), Brisbane (Location)",false,true,false,true,true,true,People also ask,150,0,0.25,16,0,3,,https://www.singaporeair.com/en-au/flights-from-brisbane-to-osaka,2026-04-08 01:06:24
cmb to sin,US,United States,English,CMB to SIN (Event),false,false,false,true,true,false,Thumbnail,150,0,0.39,16,0,3,,https://www.singaporeair.com/en-lk/flights-from-colombo-to-singapore,2026-04-21 17:05:07
fly melbourne to hanoi,AU,Australia,English,,false,true,false,true,true,true,People also ask,150,0,0.22,16,0,3,,https://www.singaporeair.com/en-au/flights-from-melbourne-to-hanoi,2026-03-31 15:04:35
syd to maa,AU,Australia,English,"Sydney (Location), Chennai (Location)",false,true,false,true,true,false,"Top ads, Paid sitelinks, Bottom ads",150,0,0.36,16,0,3,,https://www.singaporeair.com/en-au/flights-from-sydney-to-chennai,2026-04-14 07:28:34
flight from penang to tokyo,MY,Malaysia,English,"Penang (Location), Tokyo (Location)",false,true,false,true,true,true,People also ask,150,0,,16,0,3,,https://www.singaporeair.com/en-my/flights-from-penang-to-tokyo,2026-04-10 10:55:02
lax to ccu,US,United States,English,"Los Angeles International Airport (Location), Netaji Subhas Chandra Bose International Airport (Location)",false,false,false,true,true,false,,150,0,0.61,16,0,3,,https://www.singaporeair.com/en-us/flights-from-los-angeles-to-kolkata,2026-04-01 14:51:55
flight to vietnam,ZA,South Africa,English,Vietnam (Location),false,false,false,true,true,false,People also ask,150,0,0.08,16,0,3,,https://www.singaporeair.com/en-za/flights-from-johannesburg-to-vietnam,2026-04-28 09:34:28
blr to sin,IN,India,English,,false,false,false,true,true,false,People also ask,150,0,0.11,16,0,3,,https://www.singaporeair.com/en-in/flights-from-bengaluru-to-singapore,2026-03-29 15:09:29
flights to johannesburg from perth,AU,Australia,English,"Johannesburg (Location), Perth (Location)",false,true,false,true,true,true,,150,0,0.23,16,0,3,,https://www.singaporeair.com/en-au/flights-from-perth-to-johannesburg,2026-04-15 05:28:04
sg to australia flight time,SG,Singapore,English,,false,false,false,true,false,false,People also ask,150,0,0.05,16,0,3,,https://www.singaporeair.com/flight-schedule,2026-04-05 22:39:54
sin to jeddah,SG,Singapore,English,"Singapore Changi Airport (Location), Jeddah (Location)",false,true,false,true,true,false,"People also ask, Bottom ads",90,0,0.08,16,0,2,,https://www.singaporeair.com/en-sg/flights-to-jeddah,2026-03-26 09:32:51
kolkata to sydney flight,AU,Australia,English,,false,false,false,true,true,false,People also ask,90,0,0.22,16,0,2,,https://www.singaporeair.com/en-in/flights-from-kolkata-to-sydney,2026-03-29 11:38:09
sg to nz flight time,SG,Singapore,English,,false,false,false,true,false,false,People also ask,90,0,0.05,16,0,2,,https://www.singaporeair.com/en_UK/ch/plan-travel/local-promotions/ch-flights-to-new-zealand/,2026-03-25 20:51:23
singapore to cochin,SG,Singapore,English,"Singapore (Location), Kochi (Location)",false,true,false,true,true,false,People also ask,80,0,0.06,16,0,1,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-kochi,2026-04-13 16:59:28
travel agency phnom penh,KH,Cambodia,English,Phnom Penh (Location),false,true,false,true,true,false,Local pack,70,4,0.14,16,0,2,,https://www.singaporeair.com/saar5/pdf/local/kh/supporting_agent_partners.pdf,2026-04-16 00:11:47
sin to dubai,SG,Singapore,English,"Singapore Changi Airport (Location), Dubai (Location)",false,true,false,true,true,false,"Top ads, People also ask, Bottom ads",150,0,0.25,16,0,1,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-dubai,2026-03-31 19:38:16
flight time singapore to london,NZ,New Zealand,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",100,0,0.01,16,0,3,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-london,2026-03-27 22:47:20
singapore to hyderabad flights,US,United States,English,,false,false,false,true,true,false,,100,0,0.40,16,0,2,,https://www.singaporeair.com/en-sg/flights-to-hyderabad-1,2026-04-23 23:01:02
sin to tokyo,MY,Malaysia,English,"Singapore Changi Airport (Location), Tokyo (Location)",false,true,false,true,true,false,,100,0,0.09,16,0,2,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-tokyo,2026-04-22 00:04:02
cairns japan flights,AU,Australia,English,"Cairns (Location), Japan (Location)",false,true,false,true,true,false,"AI Overview, People also ask",100,0,0.14,16,0,3,,https://www.singaporeair.com/en-au/flights-from-cairns-to-japan,2026-04-12 18:17:00
melbourne to bangalore flight,AU,Australia,English,,false,false,false,true,true,false,"Top ads, Thumbnail",100,0,0.34,16,0,2,,https://www.singaporeair.com/en-au/flights-from-melbourne-to-bengaluru,2026-04-13 15:02:53
flights from brisbane to rome,AU,Australia,English,"Brisbane (Location), Rome (Location)",false,true,false,true,true,true,People also ask,100,0,0.34,16,0,2,,https://www.singaporeair.com/en-au/flights-from-brisbane-to-rome,2026-04-26 08:15:32
singapore south korea,SG,Singapore,English,"Singapore (Location), South Korea (Location)",false,true,false,true,false,false,"People also ask, Thumbnail",100,2,0.07,16,0,2,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-seoul,2026-04-10 22:24:42
auckland to kathmandu,NZ,New Zealand,English,,false,false,false,true,true,false,"Thumbnail, People also ask",100,0,0.12,16,0,2,,https://www.singaporeair.com/en-nz/flights-from-auckland-to-kathmandu,2026-04-05 08:47:13
flight to penang,GB,United Kingdom,English,Penang (Location),false,true,false,true,true,true,People also ask,100,0,0.20,16,0,2,,https://www.singaporeair.com/en-gb/flights-from-london-to-penang,2026-04-13 04:54:30
flight brisbane to johannesburg,AU,Australia,English,,false,false,false,true,true,true,People also ask,100,0,0.23,16,0,2,,https://www.singaporeair.com/en-au/flights-from-brisbane-to-johannesburg,2026-04-17 19:37:17
bangladesh to indonesia,BD,Bangladesh,English,"Bangladesh (Location), Indonesia (Location)",false,false,false,true,true,false,"People also ask, Video preview",100,0,0.02,16,0,2,,https://www.singaporeair.com/en-bd/flights-from-dhaka-to-indonesia,2026-04-05 05:55:02
canada to singapore,SG,Singapore,English,"Canada (Location), Singapore (Location)",false,true,false,true,true,false,People also ask,100,0,0.05,16,0,2,,https://www.singaporeair.com/en-sg/flights-from-canada,2026-04-04 07:24:17
syd to del flights,AU,Australia,English,Sydney to Delhi (Event),false,true,false,true,true,true,"Top ads, Paid sitelinks, Thumbnail",100,0,0.34,16,0,2,,https://www.singaporeair.com/en-au/flights-from-sydney-to-delhi,2026-04-15 15:25:07
singapore to warsaw flight,SG,Singapore,English,,false,false,false,true,true,false,"Thumbnail, People also ask",100,0,0.13,16,0,2,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-warsaw,2026-04-15 18:05:32
cheap tickets to india,AU,Australia,English,India (Location),false,false,false,true,true,true,Video preview,600,2,0.33,16,0,5,,https://www.singaporeair.com/en-au/flights-to-india,2026-04-16 23:46:44
sfo to bangalore,US,United States,English,"San Francisco International Airport (Location), Bangalore (Location)",false,true,false,true,true,true,"Top ads, People also ask",1000,0,0.75,16,0,7,,https://www.singaporeair.com/en-us/flights-from-san-francisco-to-bengaluru,2026-04-23 12:43:44
sydney to.singapore,AU,Australia,English,"Sydney (Location), Singapore (Location)",false,true,false,true,true,false,People also ask,80,0,,16,0,2,,https://www.singaporeair.com/en-au/flights-from-sydney-to-singapore,2026-04-24 12:23:32
singapore international airport,IN,India,English,Singapore (Location),false,true,false,true,false,false,"Sitelinks, People also ask, Knowledge panel, Video preview, Thumbnail",500,0,0.03,16,0,6,,https://www.singaporeair.com/,2026-04-13 09:15:52
singapore to cambodia flights,SG,Singapore,English,,false,false,false,true,true,false,People also ask,100,0,0.06,16,0,2,,https://www.singaporeair.com/en-sg/flights-to-cambodia,2026-04-05 19:11:10
sq japan,SG,Singapore,English,Japan (Location),false,false,false,true,true,false,"People also ask, Bottom ads, Paid sitelinks",20,3,0.10,16,2,1,,https://www.singaporeair.com/en-sg/flights-to-japan,2026-04-25 18:07:02
flights from johannesburg to brisbane,ZA,South Africa,English,"Johannesburg (Location), Brisbane (Location)",false,true,false,true,true,true,Thumbnail,150,0,0.22,16,0,3,,https://www.singaporeair.com/en-za/flights-from-johannesburg-to-brisbane,2026-04-22 01:41:53
flight to thailand from sydney,AU,Australia,English,"Thailand (Location), Sydney (Location)",false,true,false,true,true,false,"People also ask, Thumbnail",200,0,0.16,16,0,5,,https://www.singaporeair.com/en-au/flights-from-sydney-to-thailand,2026-04-22 10:44:53
flight to australia from london,GB,United Kingdom,English,"Australia (Location), London (Location)",false,true,false,true,true,true,People also ask,150,0,0.31,16,0,4,,https://www.singaporeair.com/en-gb/flights-from-london-to-australia,2026-03-29 18:19:53
flight to australia from malaysia,MY,Malaysia,English,Australia (Location),false,false,false,true,true,true,"Top ads, Paid sitelinks, People also ask, Bottom ads",150,0,0.08,16,0,4,,https://www.singaporeair.com/en-my/flights-from-kuala-lumpur-to-australia,2026-04-14 14:18:11
flight from brisbane to hong kong,AU,Australia,English,"Brisbane (Location), Hong Kong (Location)",false,true,false,true,true,true,People also ask,150,0,0.29,16,0,4,,https://www.singaporeair.com/en-au/flights-from-brisbane-to-hong-kong-sar,2026-04-12 18:41:42
flight to japan from kuala lumpur,MY,Malaysia,English,"Japan (Location), Kuala Lumpur (Location)",false,true,false,true,true,true,People also ask,150,0,0.16,16,0,4,,https://www.singaporeair.com/en-my/flights-from-kuala-lumpur-to-japan,2026-04-12 01:06:49
new york to jakarta,US,United States,English,"New York (Location), Jakarta (Location)",false,true,false,true,true,false,"Top ads, Paid sitelinks, People also ask, Bottom ads",150,0,0.59,16,0,4,,https://www.singaporeair.com/en-us/flights-from-new-york-to-jakarta,2026-03-31 11:11:13
airline promo,SG,Singapore,English,,false,false,false,true,true,false,Sitelinks,30,6,0.14,16,0,1,,https://www.singaporeair.com/en_UK/sg/plan-travel/local-promotions/offers/,2026-03-27 07:05:19
singapore airport,LB,Lebanon,English,Singapore (Location),false,true,false,true,false,false,"Sitelinks, People also ask, Knowledge panel, Video preview, Thumbnail",200,56,0.03,16,0,5,,https://www.singaporeair.com/en_UK/us/flying-withus/before-the-flight/changi-airport/,2026-03-08 21:35:37
singapore to davao,SG,Singapore,English,"Singapore (Location), Davao (Location)",false,true,false,true,true,false,People also ask,150,0,0.27,16,0,3,,https://www.singaporeair.com/en-sg/flights-to-davao,2026-04-11 08:18:52
singapore to australia,MY,Malaysia,English,"Singapore (Location), Australia (Location)",false,true,false,true,true,false,"People also ask, Bottom ads, Paid sitelinks",90,0,0.04,16,0,2,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-australia,2026-04-08 02:22:54
flights to frankfurt,SG,Singapore,English,Frankfurt (Location),false,true,false,true,true,true,People also ask,40,0,0.34,16,0,1,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-frankfurt,2026-04-04 19:20:42
xiamen to singapore flight schedule,SG,Singapore,English,,false,true,false,true,false,false,,40,28,0.06,16,0,1,,https://www.singaporeair.com/en-sg/flights-from-xiamen-to-singapore,2026-04-12 10:44:35
fly to vietnam,AU,Australia,English,Vietnam (Location),false,false,false,true,true,false,"People also ask, Video preview",250,1,0.19,16,0,6,,https://www.singaporeair.com/en-au/flights-to-vietnam,2026-03-05 11:51:25
singapore to bali,CA,Canada,English,"Singapore (Location), Bali (Location)",false,true,false,true,true,false,"People also ask, AI Overview",300,0,0.27,16,0,5,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-denpasar-bali,2026-04-09 05:55:14
sg to dubai flight time,SG,Singapore,English,,false,false,false,true,false,false,"Thumbnail, People also ask, Video preview",250,0,0.13,16,0,6,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-dubai,2026-03-06 12:24:19
london to jakarta,GB,United Kingdom,English,"London (Location), Jakarta (Location)",false,true,false,true,true,false,"Top ads, Paid sitelinks, People also ask, Bottom ads, Thumbnail",500,0,0.37,16,0,3,,https://www.singaporeair.com/en-gb/flights-from-london-to-jakarta,2026-04-15 19:48:33
flights to koh samui from sydney,AU,Australia,English,"Koh Samui (Location), Sydney (Location)",false,true,false,true,true,true,People also ask,200,0,0.29,16,0,2,,https://www.singaporeair.com/en-au/flights-from-sydney-to-koh-samui,2026-03-23 14:49:46
