Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current position kind,Current URL,Updated
malaysian ailines,AU,Australia,English,Malaysian Airlines (Organization),true,false,true,true,true,true,"Top ads, People also ask, Thumbnail, Bottom ads, Paid sitelinks",30,26,,18,4,1,,https://www.malaysiaairlines.com/au/en/home.html,2026-03-25 01:06:38
flight to hanoi,MY,Malaysia,English,Hanoi (Location),false,true,false,true,true,true,People also ask,250,0,0.17,18,0,5,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-vietnam/flights-to-hanoi.html,2026-03-22 13:59:53
malaisie airline,FR,France,French,Malaysia Airlines (Organization),true,false,true,true,true,false,"People also ask, Video preview",100,56,,18,0,1,,https://www.malaysiaairlines.com/fr/fr/home.html,2026-04-15 01:24:57
air stewardess,MY,Malaysia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",700,32,0.11,18,0,1,AI Overview,https://www.malaysiaairlines.com/nz/en/about-us/join-us/join-our-cabin-crew.html,2026-04-24 18:00:36
malaysiaairlines,CA,Canada,,Malaysia Airlines (Organization),true,false,true,true,false,false,"Sitelinks, People also ask, Top stories, Thumbnail",20,71,,18,0,1,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-23 19:13:06
马航,PH,Philippines,Chinese,Malaysia Airlines (Organization),true,false,true,true,true,false,"Sitelinks, People also ask",20,43,,18,0,1,,https://www.malaysiaairlines.com/my/en/home.html,2026-03-26 04:03:29
flight to tawau,MY,Malaysia,English,Tawau (Location),false,true,false,false,true,true,"Top ads, Thumbnail, People also ask",300,0,0.12,18,3,6,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-malaysia/flights-to-tawau.html,2026-03-22 20:54:43
malaysia airlines installment,MY,Malaysia,English,Malaysia Airlines (Organization),true,false,false,true,true,false,"AI Overview, Thumbnail, People also ask",30,0,,18,0,2,,https://www.malaysiaairlines.com/my/en/plan-trip/booking-and-services.html,2026-04-07 00:32:55
kuala lumpur to sydney,AU,Australia,English,"Kuala Lumpur (Location), Sydney (Location)",false,true,false,true,true,false,"People also ask, AI Overview, Video preview",450,0,0.35,18,0,6,,https://www.malaysiaairlines.com/au/en/plan-trip/destinations/flights-to-australia/flights-to-sydney.html,2026-03-05 06:18:19
kapal terbang malaysia airlines,MY,Malaysia,Malay,Malaysia Airlines (Organization),true,false,false,true,true,true,"Thumbnail, Sitelinks",150,0,0.04,18,0,1,,https://www.malaysiaairlines.com/my/ms/experience/our-fleet.html,2026-04-17 19:00:11
malaysian airline australia,AU,Australia,English,"Malaysia Airlines (Organization), Australia (Location)",true,true,false,true,true,false,"Sitelinks, People also ask",50,1,,18,12,1,,https://www.malaysiaairlines.com/au/en/home.html,2026-04-01 07:48:02
malaysia airlines enrich points,AU,Australia,English,"Malaysia Airlines (Organization), Enrich Points (Product)",true,false,false,true,false,false,"Top ads, AI Overview, Thumbnail, People also ask",30,2,,18,7,1,AI Overview,https://www.malaysiaairlines.com/my/en/enrich-portal/terms-conditions/flightredemption.html,2026-04-23 07:37:29
ceo mas,MY,Malaysia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"AI Overview, Video preview, Thumbnail",150,1,,17,0,2,,https://www.malaysiaairlines.com/my/en/mh-media-centre/news-releases/2025/new-president-group-ceo-appointment.html,2026-04-07 14:00:39
kul to guangzhou flight,MY,Malaysia,English,,false,false,false,true,true,false,Top ads,600,0,0.31,17,0,9,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-china/flights-to-guangzhou.html,2026-04-06 00:36:07
kl to japan flight,MY,Malaysia,English,,false,false,false,true,true,false,People also ask,450,0,0.18,17,13,8,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-japan.html,2026-04-09 16:17:50
малазийские авиалинии,RU,Russian Federation,Russian,Malaysia Airlines (Organization),true,false,false,true,false,false,People also ask,100,0,,17,0,2,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-23 11:37:40
air lines,MY,Malaysia,English,,false,false,false,true,false,false,"People also ask, Top stories, Thumbnail",50,88,0.05,17,0,1,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-22 17:27:41
malaysia ticket check,BD,Bangladesh,English,Malaysia (Location),false,false,false,true,false,false,"People also ask, Video preview",50,12,0.03,17,0,1,,https://www.malaysiaairlines.com/uk/en/travel-info/check-in.html,2026-04-25 13:54:28
malaysia flight booking,MY,Malaysia,English,Malaysia (Location),false,false,false,true,true,true,,50,48,,17,0,1,,https://www.malaysiaairlines.com/my/en/home.html,2026-03-25 03:09:17
malaysia airlines extra baggage price,AU,Australia,English,Malaysia Airlines (Organization),true,false,false,true,true,false,"AI Overview, Thumbnail, People also ask, Sitelinks",50,0,,17,0,1,AI Overview,https://www.malaysiaairlines.com/hq/en/travel-info/baggage/extra-baggage.html,2026-04-04 19:17:41
baju malaysia airlines,MY,Malaysia,Malay,Malaysia Airlines (Organization),true,false,false,true,true,true,Video preview,50,0,,17,0,1,,https://www.malaysiaairlines.com/my/en/mh-media-centre/news-releases/2024/showcases-evolution-of-iconic-sarong-kebaya.html,2026-04-16 16:56:12
malaysia line,MY,Malaysia,English,,false,false,false,true,false,false,"Sitelinks, People also ask, Top stories, Thumbnail",50,56,6.15,17,0,1,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-24 11:35:37
malaysia airline a330 business class,MY,Malaysia,English,"Malaysia Airlines (Organization), A330 (Product)",true,false,false,true,false,false,"Top ads, Sitelinks, Video preview, Bottom ads, Paid sitelinks",50,0,,17,6,1,,https://www.malaysiaairlines.com/my/en/experience/our-fleet/a330-300.html,2026-04-07 10:26:06
malaysia airlines cabin crew,AU,Australia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"People also ask, AI Overview",50,0,,17,0,1,,https://www.malaysiaairlines.com/nz/en/about-us/join-us/join-our-cabin-crew.html,2026-04-01 13:57:11
new zealand air ticket,MY,Malaysia,English,New Zealand (Location),false,false,false,true,true,true,"Top ads, People also ask, Bottom ads, Paid sitelinks",50,9,0.08,17,4,1,,https://www.malaysiaairlines.com/nz/en/home.html,2026-04-01 23:34:28
malaysian airlines,KW,Kuwait,English,Malaysian Airlines (Organization),true,false,true,true,true,true,"Top ads, Sitelinks, People also ask, Video preview, Bottom ads, Paid sitelinks",50,33,,17,6,1,,https://www.malaysiaairlines.com/hq/en/home.html,2026-03-21 22:46:55
makaysian airlines,AU,Australia,English,Malaysia Airlines (Organization),true,false,true,true,true,false,"Sitelinks, People also ask",50,29,,17,6,1,,https://www.malaysiaairlines.com/us/en/home.html,2026-04-01 08:02:03
malaysai airlines,MY,Malaysia,English,Malaysia Airlines (Organization),true,false,true,true,true,true,Sitelinks,50,52,,17,5,1,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-07 16:22:48
malaysia airlines enrich contact number,MY,Malaysia,English,"Malaysia Airlines (Organization), Enrich (Product)",true,false,false,true,false,false,"Featured snippet, People also ask, Sitelinks",30,0,,17,0,1,Featured snippet,https://www.malaysiaairlines.com/my/en/askmh.html,2026-04-25 21:55:05
malaysia airlines surabaya,ID,Indonesia,English,"Malaysia Airlines (Organization), Surabaya (Location)",true,true,false,true,true,false,"Local pack, People also ask, Video preview",150,0,0.21,17,0,3,,https://www.malaysiaairlines.com/id/id/plan-trip/destinations/flights-to-indonesia/flights-to-surabaya.html,2026-04-08 03:10:43
malaysia airlines email address,IN,India,English,Malaysia Airlines (Organization),true,false,false,true,false,false,,40,0,0.02,17,4,1,,https://www.malaysiaairlines.com/hq/en/askmh/contact-details.html,2026-04-24 22:43:02
self check in malaysia airlines,MY,Malaysia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",40,20,0.07,17,0,1,AI Overview,https://www.malaysiaairlines.com/uk/en/travel-info/check-in.html,2026-04-13 00:50:57
flight to sydney,MY,Malaysia,English,Sydney (Location),false,true,false,true,true,true,People also ask,200,0,0.18,17,0,2,,https://www.malaysiaairlines.com/au/en/home.html,2026-04-26 06:55:27
malaysia airlines extra baggage,GB,United Kingdom,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"People also ask, AI Overview, Sitelinks",30,0,0.44,17,0,1,,https://www.malaysiaairlines.com/hq/en/travel-info/baggage/extra-baggage.html,2026-03-31 12:52:48
malaysia airline australia,AU,Australia,English,"Malaysia Airlines (Organization), Australia (Location)",true,true,false,true,true,false,"People also ask, Top stories, Thumbnail",30,1,0.14,17,0,1,,https://www.malaysiaairlines.com/au/en/home.html,2026-04-13 16:04:17
malaysia airlines indonesia call center,ID,Indonesia,English,"Malaysia Airlines (Organization), Indonesia (Location)",true,false,false,true,false,false,"Sitelinks, People also ask",30,5,,17,0,1,,https://www.malaysiaairlines.com/id/id/home.html,2026-03-31 13:52:02
malaysia airlines oku discount,MY,Malaysia,English,"Malaysia Airlines (Organization), OKU Discount (Event)",true,false,false,true,true,false,"AI Overview, Thumbnail, People also ask, Video preview",30,0,,17,0,1,AI Overview,https://www.malaysiaairlines.com/my/ms/travel-info/special-requirements.html,2026-04-11 17:27:17
malaysia airlines flight,PK,Pakistan,English,Malaysia Airlines (Organization),true,false,true,true,true,true,"Top ads, People also ask, Top stories, Thumbnail, Bottom ads, Paid sitelinks",30,54,0.03,17,4,1,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-15 07:52:57
malaysian airlines student discount,MY,Malaysia,English,Malaysian Airlines (Organization),true,false,false,true,true,false,"Thumbnail, AI Overview, People also ask",30,0,,17,0,1,,https://www.malaysiaairlines.com/au/en/other-offerings/mhexplorer.html,2026-04-19 19:39:29
what is pnr in malaysia airlines,MY,Malaysia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",80,2,,17,0,1,AI Overview,https://www.malaysiaairlines.com/my/en/plan-trip/booking-and-services.html,2026-04-10 17:32:47
mas london to kl,MY,Malaysia,English,,false,true,false,true,true,false,People also ask,40,0,0.14,17,0,1,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-malaysia/flights-to-kuala-lumpur.html,2026-04-12 10:26:43
malaysia airlines boeing 787,MY,Malaysia,English,"Malaysia Airlines (Organization), Boeing 787 (Product)",true,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",40,0,,17,0,1,AI Overview,https://www.malaysiaairlines.com/us/en/experience/our-fleet.html,2026-04-18 17:08:48
flights to tokyo,MY,Malaysia,English,Tokyo (Location),false,true,false,true,true,true,"People also ask, Thumbnail, Video preview",700,1,0.15,17,0,5,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-japan/flights-to-tokyo.html,2026-03-21 20:49:53
flights to malaysia,US,United States,English,Malaysia (Location),false,false,false,true,true,true,"People also ask, Thumbnail, Video preview",1500,1,0.13,17,0,10,,https://www.malaysiaairlines.com/us/en/home.html,2026-04-24 20:12:01
vegetarian jain meal malaysia airlines,MY,Malaysia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"Top ads, AI Overview, Thumbnail, People also ask, Discussions and forums",150,0,,17,15,4,,https://www.malaysiaairlines.com/my/en/experience/in-flight-offerings/dining-experience.html,2026-04-15 13:19:25
enrich malaysia,IN,India,English,"Enrich (Product), Malaysia (Location)",true,false,false,true,false,false,"Top ads, People also ask, Thumbnail, Bottom ads, Paid sitelinks",40,13,0.52,17,0,1,,https://www.malaysiaairlines.com/my/en/enrich-portal/summary.html,2026-04-22 01:45:00
malaysian airlines australia contact number,AU,Australia,English,"Malaysian Airlines (Organization), Australia (Location)",true,true,false,true,false,false,People also ask,30,4,,17,0,1,,https://www.malaysiaairlines.com/au/en/askmh/contact-details.html,2026-03-25 02:31:27
malaysia airlines wheelchair assistance,AU,Australia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks",40,0,,17,0,1,AI Overview,https://www.malaysiaairlines.com/content/dam/mh/my/en/travel-info/mhguardian/mhguardian-disabilities.pdf,2026-04-03 01:29:17
malyasia,US,United States,English,Malaysia (Location),false,false,false,true,false,false,"People also ask, Knowledge panel, Top stories, Thumbnail, Video preview",700,77,0.05,17,0,8,,https://www.malaysiaairlines.com/us/en/home.html,2026-04-26 06:17:47
malaysianairlines,MY,Malaysia,,Malaysia Airlines (Organization),true,false,true,true,true,true,"Top ads, Sitelinks, Top stories, Video preview, Thumbnail",30,52,0.37,17,14,1,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-07 13:44:43
melbourne to kuala lumpur malaysia airlines,AU,Australia,English,Malaysia Airlines (Organization),true,false,false,true,true,true,"People also ask, Video preview, Thumbnail",100,0,0.14,17,0,2,,https://www.malaysiaairlines.com/au/en/home.html,2026-04-13 15:43:46
malaysiaairline,BN,Brunei Darussalam,,Malaysia Airlines (Organization),true,false,true,true,true,true,Sitelinks,20,29,,17,0,1,,https://www.malaysiaairlines.com/my/en/home.html,2026-03-17 09:18:42
malaysia airlines office jakarta,ID,Indonesia,English,"Malaysia Airlines (Organization), Jakarta (Location)",true,true,false,true,false,false,"People also ask, Sitelinks",30,1,0.16,17,0,1,,https://www.malaysiaairlines.com/hq/en/askmh/contact-details.html,2026-03-29 00:09:31
malaysian airlines india customer care,IN,India,English,"Malaysian Airlines (Organization), India (Location)",true,true,false,true,false,false,,40,0,,17,0,1,,https://www.malaysiaairlines.com/hq/en/askmh/contact-details.html,2026-04-14 18:43:55
malaysian airport lounge,AU,Australia,English,,false,false,false,true,false,false,"Local pack, People also ask, Thumbnail",40,0,0.17,17,0,1,,https://www.malaysiaairlines.com/id/en/experience/lounge.html,2026-04-15 16:12:17
cara check in mas,MY,Malaysia,Indonesian,,false,false,false,true,false,false,"AI Overview, Thumbnail, Video preview",40,0,0.28,17,0,1,AI Overview,https://www.malaysiaairlines.com/my/ms/travel-info/check-in.html,2026-04-24 02:42:53
malaysian airlines flight booking,AU,Australia,English,Malaysia Airlines (Organization),true,false,false,false,true,true,"Top ads, People also ask",40,1,,17,4,1,,https://www.malaysiaairlines.com/au/en/home.html,2026-03-25 16:44:27
enrich malaysia airlines,US,United States,English,"Malaysia Airlines (Organization), Enrich (Product)",true,false,false,true,false,false,"Thumbnail, People also ask",40,9,0.02,17,0,1,,https://www.malaysiaairlines.com/my/en/enrich-portal/summary.html,2026-04-18 15:44:32
malaysia airlines manage booking,NL,Netherlands,English,Malaysia Airlines (Organization),true,false,true,false,false,true,People also ask,40,0,,17,0,1,,https://www.malaysiaairlines.com/ph/en/plan-trip/booking-and-services.html,2026-04-14 00:14:30
melbourne to malaysia flights,AU,Australia,English,,false,true,false,true,true,false,"AI Overview, People also ask, Thumbnail, Video preview",300,0,0.21,17,0,7,,https://www.malaysiaairlines.com/au/en/home.html,2026-02-25 23:20:32
vegetarian meal malaysia airlines,AU,Australia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Discussions and forums",50,0,,17,0,2,,https://www.malaysiaairlines.com/id/en/experience/in-flight-offerings/dining-experience.html,2026-04-10 01:02:47
malaysia airline asean pass,MY,Malaysia,English,"Malaysia Airlines (Organization), MHflypass ASEAN (Product)",true,false,false,true,true,false,Sitelinks,50,0,0.21,17,0,1,,https://www.malaysiaairlines.com/my/en/other-offerings/travel-passes.html,2026-04-10 02:04:46
baggage drop malaysia airlines,MY,Malaysia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"AI Overview, Video preview, Thumbnail, People also ask",50,0,,17,0,1,AI Overview,https://www.malaysiaairlines.com/my/en/travel-info/check-in.html?icid=mobileapp_plan_about_the_app_23052016.html,2026-03-28 10:14:28
air ticket check,MY,Malaysia,English,,false,false,false,true,false,false,People also ask,60,69,0.05,17,0,1,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-03 11:21:28
my airlines,MY,Malaysia,English,Malaysia Airlines (Organization),true,false,true,true,true,true,"Top ads, Paid sitelinks, People also ask, Thumbnail, Bottom ads",100,48,0.10,17,18,3,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-23 18:45:54
mas pnr number,MY,Malaysia,English,MAS PNR number (Product),true,false,false,true,false,false,"People also ask, Video preview",60,6,,17,0,2,,https://www.malaysiaairlines.com/my/en/plan-trip/booking-and-services.html,2026-03-31 21:41:48
malaysia airlines customer care,MY,Malaysia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,People also ask,30,1,,17,0,1,,https://www.malaysiaairlines.com/my/en/askmh/contact-details.html,2026-04-26 20:35:53
malaysia,NP,Nepal,,Malaysia (Location),false,false,false,true,false,false,"People also ask, Knowledge panel, Top stories, Thumbnail, Video preview",3900,87,0.02,17,0,10,,https://www.malaysiaairlines.com/us/en/home.html,2026-04-13 00:54:27
mdac malaysia,PH,Philippines,English,"Malaysian Anti-Corruption Commission (Organization), Malaysia (Location)",true,false,false,true,false,false,"People also ask, Video preview",700,53,0.21,17,0,10,,https://www.malaysiaairlines.com/hq/en/travel-info/visa-and-immigration-documents.html,2026-04-11 20:08:06
mas baggage,MY,Malaysia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,People also ask,40,0,0.45,17,0,1,,https://www.malaysiaairlines.com/my/en/travel-info/baggage.html,2026-03-30 13:49:32
malaysia airlines',AU,Australia,English,Malaysia Airlines (Organization),true,false,false,true,true,false,"Sitelinks, Top stories, Thumbnail, People also ask, Bottom ads, Paid sitelinks",30,12,,17,6,1,,https://www.malaysiaairlines.com/us/en/home.html,2026-04-23 23:49:35
contact malaysia airlines,MY,Malaysia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,,50,12,0.24,17,0,1,,https://www.malaysiaairlines.com/my/en/askmh/contact-details.html,2026-03-31 11:12:35
成田空港 マレーシア航空,JP,Japan,Japanese,"Malaysia Airlines (Organization), Narita International Airport (Location)",true,true,false,true,false,false,"AI Overview, People also ask, Thumbnail, Sitelinks",250,0,,17,0,6,,https://www.malaysiaairlines.com/jp/ja/experience/our-partners/japan-airlines-partnership.html,2026-04-24 20:26:38
malaysia airlines manage,AU,Australia,English,Malaysia Airlines (Organization),true,false,true,false,false,true,Video preview,30,3,,17,0,1,,https://www.malaysiaairlines.com/au/en/plan-trip/booking-and-services.html,2026-04-18 04:02:37
malaysia airlines baggage allowance economy,AU,Australia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, People also ask",30,0,,17,0,1,AI Overview,https://www.malaysiaairlines.com/th/en/travel-info/baggage.html,2026-04-24 09:59:54
malaysia airlines web check in,NZ,New Zealand,English,Malaysia Airlines (Organization),true,false,true,false,false,true,People also ask,40,6,,17,0,1,,https://www.malaysiaairlines.com/nz/en/travel-info/check-in.html,2026-03-28 23:21:17
cabin size luggage inch,MY,Malaysia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, People also ask, Shopping, Sitelinks",450,36,0.05,17,0,6,,https://www.malaysiaairlines.com/my/en/travel-info/baggage/cabin-baggage.html,2026-04-26 14:39:36
malaysia airlines a330-200 seat map,MY,Malaysia,English,"Malaysia Airlines (Organization), A330-200 (Product)",true,false,false,true,false,false,"Thumbnail, Sitelinks",100,0,,17,0,2,,https://www.malaysiaairlines.com/us/en/experience/our-fleet/a330-200.html,2026-04-23 06:32:50
boeing 737-800 malaysia airlines seat map,MY,Malaysia,English,"Malaysia Airlines (Organization), Boeing 737-800 (Product)",true,false,false,true,false,false,"People also ask, Video preview",50,0,,17,0,2,,https://www.malaysiaairlines.com/my/en/experience/our-fleet/b737-800-ng.html,2026-03-24 02:53:30
checkin malaysia airlines,MY,Malaysia,English,Malaysia Airlines (Organization),true,false,true,false,false,true,"People also ask, Video preview",50,34,,17,0,1,,https://www.malaysiaairlines.com/my/en/travel-info/check-in.html,2026-04-19 04:28:04
malaysia airlines oneworld,MY,Malaysia,English,"Malaysia Airlines (Organization), oneworld (Organization)",true,false,false,true,false,false,"Top ads, Sitelinks, People also ask",70,36,,17,7,2,,https://www.malaysiaairlines.com/my/en/experience/our-partners/oneworld.html,2026-04-17 13:46:05
malaysia airlines alliance,SG,Singapore,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks",70,37,,17,0,1,AI Overview,https://www.malaysiaairlines.com/hk/en/experience/our-partners/oneworld.html,2026-04-10 20:11:28
air line,MY,Malaysia,English,,false,false,false,true,true,false,Thumbnail,100,94,0.05,17,0,1,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-15 23:46:41
malaysia air,CA,Canada,English,,false,false,true,true,true,false,"Sitelinks, People also ask, Video preview",50,49,,17,0,1,,https://www.malaysiaairlines.com/hq/en/home.html,2026-03-27 13:22:10
flight mas schedule,MY,Malaysia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"Top ads, People also ask, Bottom ads",30,26,0.05,17,2,1,,https://www.malaysiaairlines.com/my/en/plan-trip/flight-schedule.html,2026-04-26 11:47:28
malaysia airlines email,AU,Australia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,,30,1,,17,0,1,,https://www.malaysiaairlines.com/au/en/askmh/contact-details.html,2026-03-29 10:57:23
mas boarding time,MY,Malaysia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",40,2,,17,0,1,AI Overview,https://www.malaysiaairlines.com/my/en/travel-info/check-in.html?icid=mobileapp_plan_about_the_app_23052016.html,2026-04-07 20:51:28
mh studio.streamonboard.com,MY,Malaysia,,MHstudio (Product),true,false,false,true,false,false,"Video preview, People also ask, Sitelinks",40,0,,17,0,1,,https://www.malaysiaairlines.com/my/en/experience/in-flight-offerings/entertainment.html,2026-03-28 00:55:19
malaysia airlines economy class,US,United States,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"AI Overview, Video preview, Thumbnail, People also ask, Top stories",40,0,,17,0,2,,https://www.malaysiaairlines.com/us/en/plan-trip/cabin-classes.html,2026-03-26 13:33:48
www.mas airline.booking ticket,MY,Malaysia,English,Malaysia Airlines (Organization),true,false,true,false,true,true,"Sitelinks, People also ask",40,5,0.18,17,34,1,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-07 23:37:16
sso malaysia airlines pulsera,MY,Malaysia,English,"Malaysia Airlines (Organization), Pulsera (Product)",true,false,true,false,false,false,People also ask,150,0,,17,0,3,,https://www.malaysiaairlines.com/my/en/askmh.html,2026-04-01 11:38:32
malaysian arrival card,SG,Singapore,English,Malaysia Digital Arrival Card (Product),true,false,false,true,false,false,People also ask,450,34,0.25,17,0,8,,https://www.malaysiaairlines.com/sg/en/travel-info/visa-and-immigration-documents.html,2026-04-19 21:58:57
waran perjalanan udara awam,MY,Malaysia,Malay,Waran Perjalanan Udara Awam (Product),false,false,false,true,false,false,AI Overview,200,0,,17,0,5,,https://www.malaysiaairlines.com/my/ms/commercial-services/mhgom.html,2026-03-21 05:13:53
sabah flight,MY,Malaysia,English,Sabah (Location),false,true,false,true,true,false,,350,0,0.08,17,0,7,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-malaysia/flights-to-kota-kinabalu.html,2026-03-30 03:40:38
air hostess,MY,Malaysia,English,,false,false,false,true,false,false,"AI Overview, People also ask, Thumbnail, Video preview",900,52,0.05,17,0,5,,https://www.malaysiaairlines.com/nz/en/about-us/join-us/join-our-cabin-crew.html,2026-04-15 23:02:33
online ticket check,MY,Malaysia,English,,false,false,true,false,false,true,"Video preview, People also ask",80,64,0.02,17,0,1,,https://www.malaysiaairlines.com/my/en/travel-info/check-in.html,2026-04-27 02:33:39
malaysia airlines vegetarian meal,MY,Malaysia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, People also ask, Discussions and forums",50,0,,17,0,1,AI Overview,https://www.malaysiaairlines.com/content/dam/mh/my/en/experience/in-flight-offerings/dining-experience/website-inflight-menu-business2.pdf,2026-04-10 13:55:20
malaysian airline booking,LK,Sri Lanka,English,Malaysia Airlines (Organization),true,false,false,false,true,true,"Top ads, Paid sitelinks",50,9,,17,8,1,,https://www.malaysiaairlines.com/hq/en/home.html,2026-04-18 01:06:28
malaysia airlines cabin crew,PH,Philippines,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"Sitelinks, People also ask, Discussions and forums",50,0,,17,0,1,,https://www.malaysiaairlines.com/nz/en/about-us/join-us/join-our-cabin-crew.html,2026-04-25 00:04:17
malaysia airlines cabin baggage,MY,Malaysia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",50,0,,17,0,1,AI Overview,https://www.malaysiaairlines.com/nz/en/travel-info/baggage/cabin-baggage.html,2026-04-19 17:32:56
mhstudio streamonboard,MY,Malaysia,English,MHstudio (Product),true,false,false,true,false,false,"People also ask, Video preview, Sitelinks",50,0,0.01,17,0,1,,https://www.malaysiaairlines.com/hq/en/experience/in-flight-offerings/entertainment.html,2026-04-07 04:34:27
malaysia cabin crew,MY,Malaysia,English,Malaysia (Location),false,false,false,true,false,false,People also ask,50,3,,17,0,1,,https://www.malaysiaairlines.com/my/en/about-us/join-us/join-our-cabin-crew.html,2026-04-21 21:11:53
malysian,AU,Australia,English,,false,false,false,true,false,false,"Top ads, Local teaser, Thumbnail, People also ask, Top stories",50,14,,17,5,2,,https://www.malaysiaairlines.com/au/en/home.html,2026-03-30 08:31:31
jadual penerbangan mas,MY,Malaysia,Malay,Malaysia Airlines (Organization),true,false,false,true,false,false,"Bottom ads, Paid sitelinks",70,2,0.05,17,26,1,,https://www.malaysiaairlines.com/my/en/plan-trip/flight-schedule.html,2026-04-11 11:40:29
malaysia airline,TR,Turkey,English,Malaysia Airlines (Organization),true,false,true,true,true,true,"Top ads, People also ask, Thumbnail, Video preview, Bottom ads",40,23,,17,5,1,,https://www.malaysiaairlines.com/hq/en/home.html,2026-04-15 10:07:52
malaysia airline baggage,MY,Malaysia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",40,0,0.45,17,0,1,AI Overview,https://www.malaysiaairlines.com/th/en/travel-info/baggage.html,2026-04-04 07:09:28
chiang mai flight,MY,Malaysia,English,Chiang Mai (Location),false,true,false,true,true,false,"People also ask, AI Overview",150,0,0.08,17,0,9,,https://www.malaysiaairlines.com/hq/en/plan-trip/destinations/flights-to-thailand/flights-to-chiang-mai.html,2026-04-23 00:05:42
mh portal,MY,Malaysia,English,MH Portal (Product),true,false,false,true,false,false,Video preview,90,7,,17,0,2,,https://www.malaysiaairlines.com/my/en/other-offerings/government-travel.html,2026-03-29 17:24:02
malaysia airlines perth to kl,AU,Australia,English,Malaysia Airlines (Organization),true,true,false,true,true,false,People also ask,40,0,,17,0,1,,https://www.malaysiaairlines.com/au/en/home.html,2026-04-01 16:42:52
mas airlines,CA,Canada,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"Thumbnail, People also ask, Bottom ads, Paid sitelinks",40,39,,17,1,1,,https://www.malaysiaairlines.com/hq/en/home.html,2026-04-18 22:38:57
kul to shanghai flight,MY,Malaysia,English,,false,true,false,true,true,true,People also ask,700,0,,17,0,10,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-china/flights-to-shanghai.html,2026-04-06 05:37:02
malaysia airlines contact melbourne,AU,Australia,English,"Malaysia Airlines (Organization), Melbourne (Location)",true,true,false,true,false,false,People also ask,30,0,,17,0,1,,https://www.malaysiaairlines.com/hq/en/askmh/contact-details.html,2026-04-04 02:17:06
